Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,Month,Year
BBB,Southern Company (The),SO,Moody's Investors Service,2016-09-13,Public Utilities,0.752651544,0.283966865,0.15289928,28.71054483,0.016988339,0.17490953,1.0,0.232659831,0.003081215,0.035957843,0.013652153,0.181372326,0.253626699,3.430769852,0.774305587,0.273275862,-0.493665713,-2.540483701,2.211356467,4.430769852,0.17490953,11.85337129,5.146161935,0.245979091,0.27962298,9,2016
A,Sherwin-Williams Company (The),SHW,Moody's Investors Service,2015-07-28,Consumer Services,1.241386104,0.657327116,0.096058611,35.86731381,0.092937715,0.136604504,0.49026166,0.136604504,0.181953623,0.424384027,1.214237651,1.957801775,10.88369093,5.673335945,0.850149909,0.31963654,0.838102943,13.15791486,3.184771096,6.673335945,0.136604504,14.47139839,15.69964045,0.127650074,4.993324758,7,2015
A,Illinois Tool Works Inc.,ITW,Standard & Poor's Ratings Services,2015-03-26,Technology,2.285876026,1.129351826,1.129351826,0.0,0.203396852,0.186343552,0.401201326,0.199392433,0.166647811,0.190809473,0.431711606,0.819323453,8.590747331,1.59056272,0.613983482,0.299740645,0.776608911,3.124222056,9.932785661,2.59056272,0.186343552,12.03571517,4.022902664,0.111571389,16.93945313,3,2015
A,Illinois Tool Works Inc.,ITW,Standard & Poor's Ratings Services,2016-03-25,Technology,2.837837838,1.304898649,1.304898649,0.0,0.141663558,0.202834763,0.41156285,0.21387542,0.120732405,0.203502732,0.363236419,0.852247441,8.500317058,2.008607498,0.667620319,0.301581464,0.87646803,5.477031802,8.399021473,3.008607498,0.202834763,11.20477063,6.248980701,0.17150317,17.56792873,3,2016
A,Magellan Midstream Partners L.P.,MMP,Egan-Jones Ratings Company,2015-03-23,Energy,0.751027222,0.313321707,0.031824752,13.38256596,0.337489794,0.364418378,1.0,0.422894159,0.14091768,0.168539869,0.416159548,0.417546493,0.53211949,1.953210333,0.661385446,0.005503151,0.66906469,3.259948957,0.367526181,2.953210333,0.364418378,18.11930857,4.872397254,0.48065718,6.121475121,3,2015
A,Magellan Midstream Partners L.P.,MMP,Egan-Jones Ratings Company,2015-11-11,Energy,0.475203065,0.192175545,0.040291864,13.99205055,0.367525371,0.374292708,1.0,0.440320171,0.1331297,0.153724832,0.397832358,0.362232679,0.454108531,1.988306584,0.665362314,0.002851834,0.419317897,1.971175566,0.233539881,2.988306584,0.374292708,15.94649435,4.70090969,0.488789113,4.29681826,11,2015
BBB,Magellan Midstream Partners L.P.,MMP,Standard & Poor's Ratings Services,2016-08-18,Energy,0.769001113,0.407033235,0.030521783,17.4917521,0.36178307,0.364000798,1.0,0.423981028,0.117819167,0.12761809,0.381376652,0.325662467,0.418028482,2.236966118,0.691068747,0.004008615,0.300693955,1.271820679,0.396448847,3.236966118,0.364000798,20.00354258,4.229618385,0.43712507,6.386417771,8,2016
A,"Nordstrom, Inc.",JWN,Standard & Poor's Ratings Services,2016-01-07,Consumer Services,1.865714286,1.084285714,0.295357143,59.69828224,0.05330964,0.087738783,0.348289649,0.05330964,0.077879935,0.18386346,0.295081967,1.460897783,4.043712575,2.788934426,0.736073553,0.392405063,0.294262295,1.889473684,4.352631579,3.788934426,0.087738783,15.30659722,6.421052632,0.090330224,6.628012048,1,2016
A,Hershey Company (The),HSY,Moody's Investors Service,2016-08-02,Consumer Non-Durables,0.951470141,0.46000221,0.15552546,28.52135788,0.096777753,0.147776109,0.424437389,0.162063665,0.130340441,0.304153377,0.916254377,1.346801686,3.417240939,6.02970137,0.857746446,0.345105554,0.725996085,11.7782745,4.898828769,7.02970137,0.147776109,5.585011077,16.22360607,0.132184284,8.195205689,8,2016
A,Hershey Company (The),HSY,Moody's Investors Service,2015-08-18,Consumer Non-Durables,0.833485729,0.426347844,0.156241095,29.60237123,0.069443207,0.122091873,0.457945888,0.140491613,0.095979677,0.288456365,0.513980503,1.382131967,3.296923846,4.35509726,0.813262028,0.431221704,0.72851466,14.59500165,5.716413725,5.35509726,0.122091873,5.497610251,20.0339162,0.164412819,8.442416281,8,2015
A,"Applied Materials, Inc.",AMAT,Moody's Investors Service,2015-09-21,Technology,2.438388626,1.765139547,1.263033175,65.71435966,0.142561342,0.165441557,0.409152086,0.175276944,0.089952966,0.138835795,0.180874819,0.630977267,10.82847534,1.01077105,0.502678338,0.138297872,0.815133276,0.780889621,4.089785832,2.01077105,0.165441557,10.68717054,0.957990115,0.120405839,3.113475177,9,2015
BBB,Pioneer Natural Resources Company,PXD,Moody's Investors Service,2015-11-30,Energy,2.184678523,1.68878249,0.951436389,29.04870466,-0.056580311,-0.087253886,1.0,-0.087253886,-0.018015046,-0.030747882,-0.032624283,0.318397783,3.168089297,0.810946463,0.44780256,0.368171021,1.0,8.375838926,13.99328859,1.810946463,-0.087253886,19.3400653,8.375838926,0.25865285,0.0,11,2015
BBB,Teva Pharmaceutical Industries Limited,TEVA,Standard & Poor's Ratings Services,2016-07-13,Health Care,0.931847685,0.460352661,0.053440069,125.3661599,0.015020773,0.038807469,0.532027576,0.063233347,0.003535468,0.029234669,0.009868914,0.235371869,2.7131178,1.74172841,0.623961658,0.612941176,0.768380463,3.29307228,1.088509673,2.791402946,0.099529745,17.857594,4.285731405,0.177601242,4.751970329,7,2016
BBB,Teva Pharmaceutical Industries Limited,TEVA,Standard & Poor's Ratings Services,2016-03-23,Health Care,1.414686659,0.945482507,0.534102268,99.36647669,0.080806025,0.113067372,0.577854671,0.162120904,0.029281065,0.078150771,0.053344083,0.362362399,3.003056235,0.81648695,0.448177309,0.285328533,0.860700108,5.599433515,8.153808217,1.821794484,0.163952778,12.22297653,6.505673069,0.28200692,4.325338895,3,2016
AA,Texas Instruments Incorporated,TXN,Egan-Jones Ratings Company,2015-01-28,Technology,2.918106687,1.798271976,0.450413223,34.86316596,0.216251437,0.29697202,0.569336911,0.302568034,0.159180679,0.257237716,0.271511068,0.736090735,4.593309859,0.705678537,0.413723056,0.271812081,0.901079137,3.292957746,3.324882629,1.705678537,0.29697202,11.66066255,3.654460094,0.298351859,12.85583524,1,2015
AA,Texas Instruments Incorporated,TXN,Egan-Jones Ratings Company,2015-10-28,Technology,2.768688845,1.715459883,0.391389432,32.70961538,0.229692308,0.324307692,0.581538462,0.328769231,0.183980283,0.308299817,0.300221194,0.800985829,5.00770416,0.631811784,0.387184227,0.291745731,0.870899719,3.608737864,3.124271845,1.631811784,0.324307692,10.65986684,4.14368932,0.328307692,14.09326425,10,2015
BBB,Crown Castle International Corporation,CCI,Fitch Ratings,2016-01-11,Consumer Services,1.147159881,0.57531428,0.209044284,31.21116006,0.415134786,0.129325401,0.902409514,0.258247401,0.069022286,0.022370605,0.214549948,0.166264761,0.382445637,2.108415579,0.678292695,-0.10859825,0.493378297,2.658041093,0.536963742,3.108415579,0.129325401,20.19090045,5.387430106,0.489655556,2.239925076,1,2016
BBB,Crown Castle International Corporation,CCI,Egan-Jones Ratings Company,2015-04-30,Consumer Services,1.036228426,0.561607903,0.195364515,32.56703598,0.105833408,0.105188673,0.890023643,0.269270253,0.018469844,0.019172469,0.058144717,0.174518083,0.403340464,2.148089291,0.682347002,-0.027413213,0.531803041,2.666408869,0.528495164,3.148089291,0.105188673,19.39775013,5.013903016,0.45153994,2.420345696,4,2015
A,"Walgreens Boots Alliance, Inc.",WBA,Egan-Jones Ratings Company,2015-04-13,Health Care,1.376278808,0.659246768,0.297470489,15.37556289,0.025290606,0.04526652,0.282346319,0.054901037,0.051865772,0.127455475,0.094184176,2.050791946,6.232520193,0.810851655,0.44652349,0.441295547,0.715900334,2.913563411,2.766160311,1.815921611,0.047308619,11.87410699,4.06978915,0.050960834,12.70521437,4,2015
BBB,"Walgreens Boots Alliance, Inc.",WBA,Egan-Jones Ratings Company,2015-10-27,Health Care,1.187231986,0.59485414,0.181192245,24.16655388,0.04079502,0.051341789,0.260276091,0.045125865,0.061353261,0.101694591,0.136742166,1.503939984,6.865144677,1.2287677,0.551321567,0.198832612,0.779131356,4.230253067,2.875766871,2.2287677,0.051341789,13.64208096,5.429447853,0.054754263,7.585249802,10,2015
AA,3M Company,MMM,Egan-Jones Ratings Company,2015-01-28,Health Care,1.961487162,1.12720907,0.316272091,48.61160869,0.155746205,0.220797586,0.483140065,0.224222997,0.158495635,0.278026196,0.378060874,1.017653267,3.748498056,1.385307804,0.580766894,0.288642186,0.774675521,7.906654344,3.886321627,2.385307804,0.220797586,12.91175934,10.20640789,0.208227271,9.101826231,1,2015
AA,3M Company,MMM,Egan-Jones Ratings Company,2015-10-27,Health Care,1.543411071,0.852767631,0.252599045,50.08290943,0.159641937,0.225374909,0.491874215,0.229437801,0.147716853,0.266523438,0.41279467,0.925301058,3.555372871,1.794499488,0.642154166,0.290488055,0.772429907,7.926790281,3.062659847,2.794499488,0.225374909,12.34513781,10.26214834,0.212063157,9.080873672,10,2015
BBB,MPLX LP,MPLX,Fitch Ratings,2016-09-14,Energy,1.051136364,0.927556818,0.332386364,41.85521236,0.08996139,0.094980695,0.863320463,0.094980695,0.013997357,0.015430937,0.022619163,0.155592935,0.24137931,0.615959616,0.381172654,-0.048780488,0.063664596,0.24260355,1.053254438,1.615959616,0.094980695,20.11121718,3.810650888,0.497297297,2.87804878,9,2016
BBB,MPLX LP,MPLX,Standard & Poor's Ratings Services,2015-12-28,Energy,0.774509804,0.612745098,0.070261438,126.685633,0.221906117,0.226173542,0.755334282,0.226173542,0.009950883,0.010554265,0.01688129,0.044842763,0.072601466,0.696461422,0.41053773,0.012578616,-0.10460251,-0.252525253,1.323232323,1.696461422,0.226173542,33.34770161,2.414141414,0.33997155,1.93258427,12,2015
BBB,MPLX LP,MPLX,Moody's Investors Service,2015-02-09,Energy,0.966202783,0.780318091,0.271371769,6.790078424,0.221229254,0.324639796,0.734999088,0.324639796,0.099876492,0.159798905,0.264731558,0.451461507,0.543624826,1.650589262,0.622725401,-0.000561798,0.681523501,2.216073781,0.899868248,2.650589262,0.324639796,29.1612007,3.251646904,0.450118548,3.443127962,2,2015
BBB,"Mohawk Industries, Inc.",MHK,Standard & Poor's Ratings Services,2016-08-10,Consumer Durables,1.277079961,0.649496748,0.044757424,56.47915798,0.103845626,0.138532531,0.313963354,0.142865339,0.090939179,0.165212913,0.161061178,0.875715061,2.658208292,0.77108678,0.435374928,0.247806627,0.493711362,8.844704739,5.117591493,1.77108678,0.138532531,10.86549022,17.91472795,0.148179496,4.601935336,8,2016
BBB,"Mohawk Industries, Inc.",MHK,Standard & Poor's Ratings Services,2015-06-02,Consumer Durables,1.601517322,0.796283798,0.050044125,50.58597766,0.068170524,0.085076644,0.276056501,0.099032658,0.064203992,0.104884569,0.120408392,0.941814563,2.88673318,0.875403519,0.466781421,0.198281043,0.151594411,1.37820064,6.533629886,1.875403519,0.085076644,12.67615564,9.091368398,0.084858407,5.114719753,6,2015
BBB,"Mohawk Industries, Inc.",MHK,Standard & Poor's Ratings Services,2015-08-27,Consumer Durables,0.997221257,0.490278083,0.025066369,56.23316636,0.076230837,0.092777694,0.298664088,0.103767511,0.061886891,0.112048983,0.126757328,0.811835394,2.564747493,1.048209654,0.51176873,0.176100772,0.447667603,5.552750422,4.819318244,2.048209654,0.092777694,12.79109338,12.40373524,0.112973534,4.506977966,8,2015
BBB,"Delta Air Lines, Inc.",DAL,Fitch Ratings,2015-09-14,Transportation,0.516718019,0.196108639,0.112518544,0.0,0.111193003,0.175830385,1.0,0.191676494,0.085180863,0.200994159,0.417142857,0.766063161,1.766743348,3.897142857,0.7957993,0.367612128,0.628484925,6.250941029,4.312421581,4.897142857,0.175830385,4.322520494,9.946047679,0.194747445,2.385709078,9,2015
BBB,Intuit Inc.,INTU,Standard & Poor's Ratings Services,2016-02-03,Technology,1.467889908,1.025229358,0.463302752,7.923425573,0.087070611,0.169847328,0.966841603,0.176049618,0.073470209,0.220843672,0.15651801,0.843800322,6.146627566,1.130360206,0.530595813,0.41994382,0.905585106,4.846975089,6.039145907,2.130360206,0.169847328,24.83695562,5.352313167,0.358778626,0.731578947,2,2016
A,Intuit Inc.,INTU,Egan-Jones Ratings Company,2015-02-26,Technology,1.844475721,1.441238564,0.597466573,10.85441633,0.201287173,0.291611185,0.968708389,0.291611185,0.17438954,0.347619048,0.294671865,0.866371852,7.435643564,0.689733593,0.408190733,0.344748858,0.917704011,4.656140351,6.715789474,1.689733593,0.291611185,15.56803441,5.073684211,0.320905459,0.875776398,2,2015
BB,International Game Technology,IGT,Egan-Jones Ratings Company,2015-11-25,Consumer Services,2.247307706,0.720282585,0.567379247,0.0,0.060967184,0.119968906,0.32184825,0.178600879,0.015447354,0.032796412,0.077372179,0.25337162,10.95191848,3.893280462,0.777293378,0.491808453,1.0,4.535077749,4.596168826,5.008765767,0.119968906,2.749429878,4.535077749,0.205240762,2.45502524,11,2015
B,"Netflix, Inc.",NFLX,Standard & Poor's Ratings Services,2016-10-24,Consumer Services,1.247159096,0.378005593,0.319966372,0.0,0.021139735,0.029500256,0.317163739,0.043008406,0.013739851,0.028945373,0.069661169,0.649953815,35.26695421,4.070008956,0.80276169,0.283405052,1.073035393,-3.68832989,4.043127451,5.070008956,0.029500256,11.77335776,-3.437286333,-0.166916459,19.27458909,10,2016
B,"Netflix, Inc.",NFLX,Standard & Poor's Ratings Services,2015-02-25,Consumer Services,1.479624911,0.603981595,0.418153813,0.0,0.048467879,0.063467908,0.318257126,0.073146805,0.037808161,0.079519572,0.143617296,0.780066352,36.72831359,2.798579217,0.736743676,0.236340374,-3.230176546,-0.886231233,26.77346117,3.798579217,0.063467908,1.123559508,0.274359999,0.002994374,18.6166355,2,2015
B,"Netflix, Inc.",NFLX,Standard & Poor's Ratings Services,2016-02-25,Consumer Services,1.538928792,0.654663216,0.512612675,0.0,0.018089948,0.020928501,0.322742304,0.045110333,0.012020244,0.021261764,0.055158571,0.664470912,39.09482043,3.588806194,0.782078397,0.135630969,1.121755073,-1.973958003,5.425627335,4.588806194,0.020928501,10.29770157,-1.759704994,-0.110544699,18.11297443,2,2016
A,Intel Corporation,INTC,Fitch Ratings,2015-11-23,Technology,2.575860088,1.453820131,0.977085594,31.56453798,0.20630476,0.256742842,0.626483606,0.252949146,0.110803862,0.162612417,0.186952607,0.537088245,1.737554147,0.687239093,0.407315772,0.196453701,0.608455592,2.440109658,3.793757908,1.687239093,0.256742842,6.503993308,4.010333193,0.343546202,10.02229762,11,2015
A,Intel Corporation,INTC,Egan-Jones Ratings Company,2015-04-16,Technology,1.731069355,0.587926837,0.159872651,28.92169322,0.209486307,0.282817254,0.637354573,0.274691248,0.127278264,0.208080382,0.209505057,0.607573187,1.680907395,0.64603956,0.392481187,0.259287387,0.500587717,2.085492757,1.018363599,1.64603956,0.282817254,7.811131989,4.166088553,0.365455522,7.372998544,4,2015
A,"Cardinal Health, Inc.",CAH,Standard & Poor's Ratings Services,2015-09-03,Health Care,1.261497419,0.267702836,0.267702836,0.0,0.011850075,0.019184442,0.05570998,0.021076552,0.040309203,0.152492441,0.194213555,3.401599098,68.08167331,3.818094629,0.792449074,0.383833249,0.881889764,6.746987952,13.90361446,4.818094629,0.019184442,10.92836141,7.65060241,0.024772995,6.738516147,9,2015
A,"Cardinal Health, Inc.",CAH,Standard & Poor's Ratings Services,2015-06-16,Health Care,1.186834271,0.189546808,0.189546808,0.0,0.01280137,0.01827983,0.056661982,0.020695182,0.044789306,0.152500458,0.182159038,3.498789997,62.429061,3.067020778,0.754119771,0.381381381,0.901347068,6.671554252,8.401759531,4.067020778,0.01827983,11.05578072,7.401759531,0.027710685,7.072433945,6,2015
A,Progressive Corporation (The),PGR,Moody's Investors Service,2015-01-21,Finance,0.790152579,0.790152579,0.014780676,66.58557402,0.066060212,0.098363192,1.0,0.098363192,0.049675038,0.103361386,0.184885836,0.751966061,20.18675828,2.721906301,0.73132048,0.328405159,0.937355123,2.738740264,3.822214697,3.721906301,0.098363192,9.023708664,2.921774467,0.088987902,0.0,1,2015
A,Progressive Corporation (The),PGR,Moody's Investors Service,2016-08-22,Finance,0.832373191,0.832373191,0.021226841,70.21159146,0.043982015,0.062739427,1.0,0.062739427,0.030842869,0.062679799,0.129569818,0.701260938,19.91453572,3.200965176,0.761959465,0.281158632,0.920426367,4.275227781,6.505758982,4.200965176,0.062739427,13.55708286,4.644834107,0.115261887,0.0,8,2016
BBB,Flex Ltd.,FLEX,Moody's Investors Service,2016-06-09,Technology,1.293755402,0.587002975,0.241023424,32.62948279,0.022977013,0.025648507,0.05909993,0.025648507,0.051501831,0.136606278,0.254488918,2.241450264,12.49800613,3.941356668,0.797626428,0.104157876,0.562470877,0.770061433,2.807691976,4.941356668,0.025648507,5.897316944,1.369068987,0.030367009,5.393889407,6,2016
BB,Flex Ltd.,FLEX,Moody's Investors Service,2015-06-03,Technology,1.227727606,0.560518276,0.208148511,37.7180033,0.014002815,0.015338007,0.05516269,0.015338007,0.029247169,0.082679273,0.169017822,2.088663496,11.40783368,4.778946395,0.826958077,0.087051197,0.498838433,0.993972124,2.610541903,5.778946395,0.015338007,6.933243734,1.992573264,0.046592298,5.183421132,6,2015
BBB,Flex Ltd.,FLEX,Standard & Poor's Ratings Services,2016-12-01,Technology,1.265195775,0.555723231,0.244601317,30.56389778,0.018185965,0.01861981,0.065853171,0.01861981,0.035856414,0.078219942,0.172735554,1.971653005,10.81614461,3.817424205,0.79242019,0.023300159,0.550674252,1.122194786,2.882670124,4.817424205,0.01861981,8.187933151,2.037855925,0.046539594,5.369410577,12,2016
BBB,TechnipFMC plc,FTI,Standard & Poor's Ratings Services,2016-04-26,Energy,0.946754629,0.734411577,0.414144854,79.00575319,0.001255241,0.01315388,0.130475335,0.02384958,0.000957708,0.041166899,0.002885748,0.762967298,4.050254379,2.011308527,0.667503109,0.904572565,0.5351992,0.803271365,6.881836675,3.013182259,0.026133422,24.24723594,1.500882969,0.061044814,3.655971911,4,2016
BBB,Marathon Petroleum Corporation,MPC,Moody's Investors Service,2015-12-07,Energy,1.492671395,1.209771474,0.177620173,14.82776089,0.039583073,0.060706999,0.228560325,0.06512054,0.066148672,0.11895567,0.215456674,1.671135336,2.863257034,2.257157966,0.69298388,0.34430727,0.508002955,3.834572491,8.827137546,3.257157966,0.060706999,5.251028716,7.548327138,0.056362854,11.71895425,12,2015
AA,Costco Wholesale Corporation,COST,Egan-Jones Ratings Company,2015-10-05,Consumer Services,1.045888755,0.39528416,0.290266022,0.373798398,0.020456286,0.031015757,0.130242085,0.031187876,0.071082536,0.213254438,0.22388622,3.474850478,7.544899682,2.149665631,0.682505981,0.331576027,0.441540257,4.305332742,14.60672879,3.149665631,0.031015757,13.57703065,9.750713953,0.036876393,11.21573632,10,2015
BBB,"ConAgra Brands, Inc.",CAG,Standard & Poor's Ratings Services,2015-07-01,Consumer Non-Durables,1.107999517,0.348951725,0.055313878,22.40847882,-0.015954625,-0.031296582,0.208970213,-0.031296582,-0.014399562,-0.034815908,-0.055810871,0.90253218,4.388015853,2.875872735,0.741993593,-0.472250252,0.68127786,2.367284675,0.429711335,3.875872735,-0.031296582,227.4155165,3.47477118,0.093517092,9.220275344,7,2015
BBB,"Equinix, Inc.",EQIX,Standard & Poor's Ratings Services,2016-07-25,Consumer Services,1.42659,1.116103413,0.727597587,40.04149099,0.035105312,0.044257887,0.495881632,0.171301463,0.010056811,0.013805136,0.029043739,0.286475469,0.501720189,1.887967211,0.653735681,0.284319306,-0.095206477,-1.380335725,10.72329107,2.887967211,0.044257887,18.88328812,14.49833849,0.28144604,3.130046292,7,2016
BBB,"Universal Health Services, Inc.",UHS,Egan-Jones Ratings Company,2015-04-29,Health Care,1.365489628,1.111577602,0.027112164,58.05075641,0.067615742,0.069075075,1.0,0.13183658,0.060766222,0.071501599,0.145971864,0.89869934,2.191849909,1.402187558,0.583712772,0.582774051,0.622396889,6.523849999,0.324499626,2.402187558,0.069075075,9.297953395,10.48181653,0.128435726,0.0,4,2015
BBB,"Universal Health Services, Inc.",UHS,Egan-Jones Ratings Company,2015-11-18,Health Care,1.561518203,1.239230793,0.055641281,52.5669443,0.075250919,0.126710589,1.0,0.139260444,0.070637328,0.134279393,0.160137536,0.938690568,2.357534637,1.267038415,0.558895873,0.344884069,1.0,10.33328947,0.619735417,2.267038415,0.126710589,8.755836703,10.33328947,0.1128881,0.0,11,2015
BBB,"Fiserv, Inc.",FISV,Standard & Poor's Ratings Services,2015-05-19,Technology,1.0,8.128532974,0.197846568,57.49506514,0.148835373,0.22463482,0.85846822,0.238847217,0.08075399,0.144949688,0.228831563,0.542572561,15.98107256,1.833687405,0.647102924,0.337434095,0.776587605,4.082864039,45.37811746,2.833687405,0.22463482,7.759130112,5.257441673,0.257994473,0.792265193,5,2015
BBB,"Fiserv, Inc.",FISV,Standard & Poor's Ratings Services,2016-03-18,Technology,1.002663116,0.717043941,0.183089214,55.71564522,0.135515797,0.201180053,0.86086791,0.249524172,0.076231263,0.134855831,0.267669173,0.562526767,13.26767677,2.511278195,0.715203426,0.35666982,0.733283804,4.219752031,1.175716118,3.511278195,0.201180053,8.72499537,5.754595981,0.256185763,0.713867188,3,2016
BBB,Noble Energy Inc.,NBL,Fitch Ratings,2016-03-24,Energy,1.260941828,1.141274238,0.569529086,52.42578998,-0.779125439,-0.708266837,1.0,-0.789020109,-0.100884444,-0.099102318,-0.23539055,0.129484212,0.147089202,1.333269045,0.571416763,-0.100045065,1.029582929,5.281094527,4.004975124,2.333269045,-0.708266837,-90.51640351,5.129353234,0.658155123,0.0,3,2016
